work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,Software Engineer,137259,US,0,US,M
2025,MI,FT,Engineer,145537,US,0,US,M
2025,MI,FT,Engineer,119076,US,0,US,M
2025,EX,FT,Business Intelligence Engineer,165600,US,0,US,L
2025,EX,FT,Business Intelligence Engineer,74100,US,0,US,L
2025,SE,FT,Business Intelligence Engineer,165600,US,0,US,L
2025,SE,FT,Business Intelligence Engineer,74100,US,0,US,L
2025,EX,FT,Data Engineer,312350,US,0,US,M
2025,EX,FT,Data Engineer,215200,US,0,US,M
2025,MI,FT,Engineer,212800,US,100,US,L
2025,MI,FT,Engineer,136000,US,100,US,L
2025,MI,FT,Engineer,185000,US,0,US,L
2025,MI,FT,Engineer,89600,US,0,US,L
2025,SE,FT,Research Engineer,196000,US,100,US,M
2025,SE,FT,Research Engineer,155000,US,100,US,M
2025,SE,FT,Data Analyst,148000,US,0,US,M
2025,EN,FT,Data Analyst,196000,US,0,US,M
2025,EN,FT,Data Analyst,145000,US,0,US,M
2025,MI,FT,Data Analyst,135700,US,0,US,M
2025,MI,FT,Data Analyst,108560,US,0,US,M
2025,MI,FT,Data Analyst,147500,US,0,US,M
2025,MI,FT,Data Analyst,118000,US,0,US,M
2025,SE,FT,Site Reliability Engineer,252000,US,100,US,L
2025,SE,FT,Site Reliability Engineer,117600,US,100,US,L
2025,MI,FT,Business Intelligence Developer,176200,US,0,US,M
2025,MI,FT,Business Intelligence Developer,93400,US,0,US,M
2025,SE,FT,Full Stack Engineer,242500,US,0,US,M
2025,SE,FT,Full Stack Engineer,200000,US,0,US,M
2025,SE,FT,Research Engineer,242500,US,0,US,M
2025,MI,FT,Machine Learning Developer,130000,CA,0,CA,M
2025,MI,FT,Machine Learning Developer,95000,CA,0,CA,M
2025,MI,FT,Engineering Manager,165000,US,100,US,M
2025,EX,FT,Platform Engineer,330000,US,0,US,M
2025,EX,FT,Platform Engineer,250000,US,0,US,M
2025,SE,FT,Data Engineer,157476,US,100,US,M
2025,SE,FT,Data Engineer,104981,US,100,US,M
2025,SE,FT,Data Engineer,198000,US,0,US,M
2025,SE,FT,Data Engineer,139000,US,0,US,M
2025,EX,FT,Head of Data,355000,US,0,US,M
2025,EX,FT,Head of Data,284000,US,0,US,M
2025,SE,FT,Data Scientist,105000,US,100,US,M
2025,SE,FT,Data Scientist,85000,US,100,US,M
2025,SE,FT,Data Scientist,148000,US,0,US,M
2025,SE,FT,Data Scientist,195750,US,100,US,M
2025,SE,FT,Data Scientist,385000,US,100,US,M
2025,SE,FT,Data Strategy Lead,294000,US,0,US,M
2025,SE,FT,Data Strategy Lead,161500,US,0,US,M
2025,MI,FT,Software Engineer,255700,US,0,US,M
2025,MI,FT,Software Engineer,170400,US,0,US,M
2025,SE,FT,Analytics Engineer,186000,US,0,US,M
2025,SE,FT,Analytics Engineer,153000,US,0,US,M
2025,SE,FT,Analyst,147000,US,100,US,M
2025,SE,FT,Analyst,96500,US,100,US,M
2025,SE,FT,Consultant,67857,CA,100,CA,M
2025,SE,FT,Consultant,57142,CA,100,CA,M
2025,MI,FT,Product Manager,149000,US,0,US,M
2025,SE,FT,Lead Engineer,257000,US,100,US,M
2025,SE,FT,Lead Engineer,224000,US,100,US,M
2025,MI,FT,Manager,425000,US,0,US,M
2025,SE,FT,Engineer,186000,US,0,US,M
2025,MI,FT,Consultant,105263,NL,100,NL,M
2025,MI,FT,Consultant,84210,NL,100,NL,M
2025,MI,FT,Other,70000,US,50,US,L
2025,EN,FT,Research Engineer,208800,US,0,US,M
2025,EN,FT,Research Engineer,98300,US,0,US,M
2025,SE,FT,Engineer,282000,US,0,US,M
2025,SE,FT,Data Analyst,78000,US,0,US,M
2025,EX,FT,Engineer,257000,US,0,US,M
2025,EX,FT,Engineer,181000,US,0,US,M
2025,SE,FT,Data Analyst,145000,US,0,US,M
2025,EN,FT,Data Analyst,123625,US,0,US,M
2025,EN,FT,Data Analyst,77265,US,0,US,M
2025,EN,FT,Data Analyst,79000,US,0,US,M
2025,EN,FT,Data Analyst,43000,US,0,US,M
2025,SE,FT,Data Visualization Developer,191000,US,0,US,M
2025,SE,FT,Data Visualization Developer,115000,US,0,US,M
2025,SE,FT,Data Engineer,180000,GB,0,GB,M
2025,SE,FT,Data Engineer,170000,GB,0,GB,M
2025,SE,FT,Analyst,196000,US,0,US,M
2025,SE,FT,Analyst,132000,US,0,US,M
2025,EN,FT,Power BI,114000,US,0,US,M
2025,EN,FT,Power BI,76000,US,0,US,M
2025,MI,FT,Data Scientist,68421,DE,0,DE,M
2025,MI,FT,Data Scientist,31578,DE,0,DE,M
2025,SE,FT,Engineer,239000,US,0,US,M
2025,SE,FT,Manager,293800,US,0,US,M
2025,SE,FT,Manager,165500,US,0,US,M
2025,SE,FT,Solutions Architect,252000,US,0,US,M
2025,SE,FT,Architect,314000,US,0,US,M
2025,SE,FT,Architect,221000,US,0,US,M
2025,MI,FT,Developer,150000,US,0,US,M
2025,SE,FT,Manager,201000,US,0,US,M
2025,SE,FT,Software Developer,125000,US,0,US,M
2025,MI,FT,Research Assistant,64158,GB,0,GB,M
2025,MI,FT,Research Assistant,48205,GB,0,GB,M
2025,SE,FT,Manager,121688,US,100,US,M
2025,SE,FT,Manager,82969,US,100,US,M
2025,SE,FT,Data Analyst,178200,US,0,US,M
2025,SE,FT,Data Analyst,118800,US,0,US,M
2025,EN,FT,Data Analyst,73200,US,0,US,M
2025,EN,FT,Data Analyst,60900,US,0,US,M
2025,MI,FT,Data Engineer,294600,US,0,US,M
2025,MI,FT,Data Engineer,141400,US,0,US,M
2025,MI,FT,Business Intelligence Developer,122000,US,100,US,M
2025,MI,FT,Business Intelligence Developer,97000,US,100,US,M
2025,MI,FT,Platform Engineer,177600,US,0,US,M
2025,MI,FT,Platform Engineer,83600,US,0,US,M
2025,MI,FT,DevOps Engineer,170000,US,0,US,M
2025,SE,FT,Platform Engineer,177600,US,0,US,M
2025,SE,FT,Platform Engineer,83600,US,0,US,M
2025,SE,FT,Engineer,99000,US,0,US,M
2025,MI,FT,Engineer,88561,US,0,US,M
2025,EN,FT,Data Analyst,49473,FR,0,FR,M
2025,EN,FT,Data Analyst,31578,FR,0,FR,M
2025,EN,FT,Data Analyst,176150,US,0,US,M
2025,EN,FT,Data Analyst,112700,US,0,US,M
2025,SE,FT,Data Analyst,128000,US,100,US,M
2025,SE,FT,Data Analyst,112000,US,100,US,M
2025,EN,FT,Data Analyst,130400,US,0,US,M
2025,EN,FT,Data Analyst,111800,US,0,US,M
2025,EN,FT,Data Analyst,63600,US,0,US,M
2025,MI,FT,Data Engineer,144212,US,0,US,M
2025,MI,FT,Data Engineer,125402,US,0,US,M
2025,SE,FT,Data Architect,144000,US,0,US,M
2025,SE,FT,Data Architect,174078,US,0,US,M
2025,SE,FT,Data Architect,128666,US,0,US,M
2025,SE,FT,Data Scientist,129940,US,0,US,M
2025,SE,FT,Data Scientist,116950,US,0,US,M
2025,MI,FT,Engineer,191375,US,0,US,M
2025,MI,FT,Engineer,154125,US,0,US,M
2025,SE,FT,Solutions Engineer,135000,US,0,US,M
2025,SE,FT,Architect,208000,US,0,US,M
2025,SE,FT,Architect,138500,US,0,US,M
2025,MI,FT,Quantitative Analyst,142500,US,0,US,M
2025,MI,FT,Quantitative Analyst,90000,US,0,US,M
2025,MI,FT,Engineer,115100,US,0,US,M
2025,MI,FT,Engineer,76700,US,0,US,M
2025,SE,FT,Engineer,273931,US,0,US,M
2025,SE,FT,Engineer,202472,US,0,US,M
2025,MI,FT,Product Owner,138600,CA,0,CA,M
2025,MI,FT,Product Owner,74800,CA,0,CA,M
2025,SE,FT,Statistical Programmer,218000,US,100,US,M
2025,SE,FT,Statistical Programmer,106200,US,100,US,M
2025,SE,FT,Data Engineer,272400,US,100,US,M
2025,SE,FT,Data Engineer,136200,US,100,US,M
2025,MI,FT,Cloud Database Administrator,129000,US,0,US,M
2025,MI,FT,Cloud Database Administrator,77000,US,0,US,M
2025,MI,FT,Manager,117368,LT,0,LT,M
2025,MI,FT,Manager,69473,LT,0,LT,M
2025,MI,FT,Engineer,91000,US,0,US,M
2025,SE,FT,Data Quality Lead,170760,US,0,US,M
2025,SE,FT,Data Quality Lead,113840,US,0,US,M
2025,SE,FT,Machine Learning Engineer,137500,US,0,US,M
2025,MI,FT,Data Specialist,50000,US,0,US,M
2025,MI,FT,Data Specialist,40000,US,0,US,M
2025,SE,FT,AI Engineer,328500,US,100,US,M
2025,SE,FT,AI Engineer,239900,US,100,US,M
2025,SE,FT,Full Stack Developer,170000,US,0,US,M
2025,SE,FT,Full Stack Developer,102000,US,0,US,M
2025,SE,FT,Analyst,72000,US,0,US,M
2025,MI,FT,Manager,175200,US,0,US,M
2025,EN,FT,Business Intelligence Analyst,163000,US,0,US,M
2025,EN,FT,Business Intelligence Analyst,98000,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,188000,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,113000,US,0,US,M
2025,SE,FT,Manager,174500,US,100,US,M
2025,SE,FT,Manager,116300,US,100,US,M
2025,MI,FT,Associate,272250,US,0,US,M
2025,MI,FT,Associate,210375,US,0,US,M
2025,SE,FT,Analyst,182725,US,100,US,M
2025,SE,FT,Analyst,109650,US,100,US,M
2025,SE,FT,Software Engineer,193000,US,0,US,M
2025,SE,FT,Software Engineer,84600,US,0,US,M
2025,MI,FT,Data Engineer,96600,US,0,US,M
2025,MI,FT,Data Engineer,154900,US,100,US,M
2025,MI,FT,Data Engineer,69100,US,100,US,M
2025,MI,FT,Data Engineer,104000,CA,0,CA,M
2025,MI,FT,Data Engineer,63000,CA,0,CA,M
2025,SE,FT,Insight Analyst,143600,US,0,US,M
2025,SE,FT,Insight Analyst,95800,US,0,US,M
2025,EN,FT,Data Analyst,95655,CA,0,CA,M
2025,EN,FT,Data Analyst,45203,CA,0,CA,M
2025,SE,FT,Data Analytics Lead,352000,US,100,US,M
2025,SE,FT,Data Analytics Lead,176000,US,100,US,M
2025,MI,FT,Research Scientist,234500,US,0,US,M
2025,MI,FT,Research Scientist,101900,US,0,US,M
2025,MI,FT,Machine Learning Engineer,86520,US,0,US,M
2025,SE,FT,Data Scientist,203940,US,0,US,M
2025,SE,FT,Data Scientist,101970,US,0,US,M
2025,SE,FT,Data Scientist,168154,US,0,US,M
2025,SE,FT,Data Scientist,416000,US,0,US,M
2025,SE,FT,Data Scientist,208000,US,0,US,M
2025,MI,FT,Data Scientist,64890,US,0,US,M
2025,SE,FT,Manager,150768,US,0,US,M
2025,MI,FT,Consultant,78894,US,0,US,M
2025,SE,FT,Manager,150987,US,0,US,M
2025,MI,FT,Manager,107950,US,0,US,M
2025,MI,FT,Analyst,71600,US,0,US,M
2025,SE,FT,Data Integration Specialist,171600,US,100,US,M
2025,SE,FT,Data Integration Specialist,114400,US,100,US,M
2025,SE,FT,Data Governance Specialist,59240,GB,0,GB,M
2025,SE,FT,Data Governance Specialist,53316,GB,0,GB,M
2025,EN,FT,Analyst,150000,US,100,US,M
2025,EN,FT,Analyst,100000,US,100,US,M
2025,SE,FT,BI Analyst,167700,US,100,US,M
2025,SE,FT,BI Analyst,79800,US,100,US,M
2025,SE,FT,Software Engineer,141400,US,0,US,M
2025,EX,FT,Data Scientist,284687,US,100,US,M
2025,EX,FT,Data Scientist,186626,US,100,US,M
2025,MI,FT,Data Scientist,192540,US,0,US,M
2025,MI,FT,Data Scientist,136380,US,0,US,M
2025,SE,FT,Data Engineer,195903,US,100,US,M
2025,SE,FT,Data Engineer,160284,US,100,US,M
2025,SE,FT,Consultant,157600,US,100,US,M
2025,SE,FT,Consultant,84500,US,100,US,M
2025,SE,FT,Quantitative Developer,150000,US,0,US,M
2025,MI,FT,Business Intelligence Manager,232000,US,100,US,M
2025,MI,FT,Business Intelligence Manager,155000,US,100,US,M
2025,MI,FT,Associate,75000,CA,0,CA,M
2025,MI,FT,Associate,95000,CA,0,CA,M
2025,MI,FT,Developer,145000,US,0,US,M
2025,SE,FT,Solutions Engineer,208000,US,0,US,M
2025,SE,FT,Solutions Engineer,177000,US,0,US,M
2025,MI,FT,Data Scientist,138000,US,0,US,M
2025,SE,FT,Data Engineer,85714,CA,100,CA,M
2025,SE,FT,Product Manager,268500,US,0,US,M
2025,SE,FT,Product Manager,166000,US,0,US,M
2025,SE,FT,Solutions Architect,135000,US,100,US,M
2025,EN,FT,Architect,192600,US,0,US,L
2025,EN,FT,Architect,88400,US,0,US,L
2025,SE,FT,Data Manager,210000,US,100,US,M
2025,SE,FT,Data Manager,159000,US,100,US,M
2025,SE,FT,Software Development Engineer,230000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,226000,US,100,US,M
2025,SE,FT,Machine Learning Engineer,153700,US,100,US,M
2025,SE,FT,Machine Learning Engineer,168300,US,0,US,M
2025,SE,FT,AI Engineer,169625,US,0,US,M
2025,SE,FT,AI Engineer,125375,US,0,US,M
2025,SE,FT,AI Engineer,170000,US,100,US,M
2025,MI,FT,Data Developer,159200,US,0,US,M
2025,MI,FT,Data Developer,95500,US,0,US,M
2025,SE,FT,Analytics Engineer,145000,US,100,US,M
2025,SE,FT,Data Engineer,31212,AT,0,AT,M
2025,EN,FT,Data Analyst,150000,US,100,US,M
2025,EN,FT,Data Analyst,108300,US,100,US,M
2025,SE,FT,Data Analyst,197100,US,100,US,M
2025,SE,FT,Data Analyst,131414,US,100,US,M
2025,EN,FT,Data Analyst,108000,US,0,US,M
2025,EN,FT,Data Analyst,53164,GB,0,GB,M
2025,SE,FT,Software Engineer,352000,US,0,US,M
2025,SE,FT,Software Engineer,246000,US,0,US,M
2025,MI,FT,Data Scientist,100000,CA,0,CA,M
2025,MI,FT,Data Scientist,85000,CA,0,CA,M
2025,SE,FT,Data Scientist,253368,US,100,US,M
2025,SE,FT,Data Scientist,220320,US,100,US,M
2025,SE,FT,Data Scientist,275000,US,0,US,M
2025,SE,FT,Data Scientist,103400,US,0,US,M
2025,SE,FT,Solutions Architect,299000,US,0,US,M
2025,SE,FT,Solutions Architect,169000,US,0,US,M
2025,SE,FT,Solutions Engineer,250800,US,0,US,M
2025,SE,FT,Solutions Engineer,141700,US,0,US,M
2025,EN,FT,Analyst,38883,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,168500,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,105500,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,176000,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,110500,US,0,US,M
2025,MI,PT,Research Associate,108362,AU,0,AU,M
2025,MI,PT,Research Associate,80520,AU,0,AU,M
2025,MI,FT,Engineer,207000,US,0,US,M
2025,SE,FT,Engineer,240020,US,0,US,M
2025,MI,FT,Engineer,251600,US,0,US,M
2025,MI,FT,Engineer,115400,US,0,US,M
2025,SE,FT,Software Engineer,412937,US,100,US,M
2025,SE,FT,Software Engineer,200569,US,100,US,M
2025,MI,FT,Software Engineer,240000,US,0,US,M
2025,SE,FT,Software Development Engineer,230879,US,0,US,M
2025,SE,FT,Software Development Engineer,189584,US,0,US,M
2025,MI,FT,Engineering Manager,450000,US,0,US,M
2025,EN,FT,Data Analyst,78000,US,0,US,M
2025,EN,FT,Data Analyst,35554,AT,0,AT,M
2025,MI,FT,Data Management Specialist,72000,US,0,US,M
2025,MI,FT,Data Management Specialist,60000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,251000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,170200,US,0,US,M
2025,SE,FT,Data Architect,97000,US,0,US,M
2025,SE,FT,Data Architect,80635,GB,0,GB,M
2025,MI,FT,Manager,122000,US,0,US,M
2025,MI,FT,Applied Scientist,159600,CA,0,CA,M
2025,MI,FT,Applied Scientist,83600,CA,0,CA,M
2025,EN,FT,Prompt Engineer,56633,AT,0,AT,M
2025,SE,FT,Software Engineer,207800,US,0,US,M
2025,MI,FT,Manager,44000,US,0,US,M
2025,MI,FT,Manager,41500,US,0,US,M
2025,MI,FT,Data Operations Analyst,108400,US,0,US,M
2025,MI,FT,Data Operations Analyst,72200,US,0,US,M
2025,SE,FT,Data Engineer,500000,US,0,US,M
2025,MI,FT,Data Engineer,89400,US,0,US,M
2025,SE,FT,Manager,314400,US,0,US,M
2025,SE,FT,Manager,161600,US,0,US,M
2025,MI,FT,QA Engineer,234700,US,0,US,M
2025,MI,FT,QA Engineer,112900,US,0,US,M
2025,MI,FT,Product Manager,150000,US,0,US,M
2025,SE,FT,Consultant,116000,CA,0,CA,M
2025,SE,FT,Consultant,72000,CA,0,CA,M
2025,SE,FT,Manager,227600,US,0,US,M
2025,EX,FT,Engineer,400000,US,0,US,M
2025,EX,FT,Engineer,350000,US,0,US,M
2025,EN,FT,Analyst,144000,US,0,US,M
2025,EN,FT,Consultant,140663,US,0,US,M
2025,EN,FT,Consultant,84398,US,0,US,M
2025,SE,FT,Systems Engineer,139000,US,0,US,M
2025,EN,FT,Data Engineer,57450,CA,0,CA,M
2025,EN,FT,Data Engineer,49107,CA,0,CA,M
2025,MI,FT,Data Engineer,196200,US,0,US,M
2025,MI,FT,Data Engineer,118800,US,0,US,M
2025,EN,FT,Data Management Analyst,93800,CA,0,CA,M
2025,EN,FT,Data Management Analyst,56300,CA,0,CA,M
2025,SE,FT,AI Engineer,88607,GB,0,GB,M
2025,EN,FT,Software Engineer,300000,US,0,US,M
2025,EN,FT,Software Engineer,144400,US,0,US,M
2025,EN,FT,Data Analyst,137242,US,0,US,M
2025,EN,FT,Data Analyst,77978,US,0,US,M
2025,SE,FT,Data Analyst,134000,US,100,US,M
2025,SE,FT,Data Analyst,101000,US,100,US,M
2025,EN,FT,Data Analyst,88500,US,100,US,M
2025,EN,FT,Data Analyst,63500,US,100,US,M
2025,EN,FT,Data Analyst,110100,US,0,US,M
2025,EN,FT,Data Analyst,62900,US,0,US,M
2025,EN,FT,Data Analyst,118673,AU,0,AU,M
2025,EN,FT,Data Analyst,99285,AU,0,AU,M
2025,SE,FT,Data Analyst,92500,US,0,US,M
2025,SE,FT,Data Analyst,79240,US,0,US,M
2025,EN,FT,Data Analyst,130122,US,0,US,M
2025,EN,FT,Data Analyst,78073,US,0,US,M
2025,MI,FT,Data Integration Specialist,120000,US,100,US,M
2025,SE,FT,Associate,162500,US,0,US,M
2025,SE,FT,Associate,95000,US,0,US,M
2025,SE,FT,Analyst,128250,US,100,US,M
2025,SE,FT,Analyst,96390,US,100,US,M
2025,SE,FT,Analyst,174100,US,0,US,M
2025,SE,FT,Analyst,104500,US,0,US,M
2025,SE,FT,Analyst,200400,US,0,US,M
2025,SE,FT,Analyst,120400,US,0,US,M
2025,SE,FT,Systems Engineer,216000,US,0,US,M
2025,SE,FT,Systems Engineer,135000,US,0,US,M
2025,EN,FT,Data Engineer,73684,FR,0,FR,M
2025,EN,FT,Data Engineer,47368,FR,0,FR,M
2025,MI,FT,Data Engineer,231300,US,0,US,M
2025,MI,FT,Data Engineer,124500,US,0,US,M
2025,MI,FT,Data Engineer,102700,US,100,US,M
2025,MI,FT,Data Engineer,66460,US,100,US,M
2025,SE,FT,Data Architect,31200,IN,100,IN,M
2025,SE,FT,Data Architect,30000,IN,100,IN,M
2025,SE,FT,Data Architect,130000,US,0,US,M
2025,SE,FT,Data Architect,222024,US,100,US,M
2025,SE,FT,Data Architect,130603,US,100,US,M
2025,SE,FT,Product Manager,262600,US,0,US,M
2025,SE,FT,Product Manager,120400,US,0,US,M
2025,EN,FT,Data Governance Analyst,130000,US,100,US,M
2025,EN,FT,Data Governance Analyst,120000,US,100,US,M
2025,SE,FT,Product Manager,105000,US,0,US,M
2025,MI,FT,Data Scientist,164500,US,0,US,M
2025,MI,FT,Data Scientist,119500,US,0,US,M
2025,MI,FT,Data Scientist,81094,US,100,US,M
2025,SE,FT,AI Engineer,194000,US,100,US,M
2025,SE,FT,AI Engineer,190000,US,100,US,M
2025,MI,FT,AI Engineer,160000,US,0,US,M
2025,EN,FT,Analyst,109000,US,0,US,M
2025,EN,FT,Analyst,74000,US,0,US,M
2025,SE,FT,Site Reliability Engineer,147000,US,0,US,M
2025,SE,FT,Site Reliability Engineer,106900,US,0,US,M
2025,SE,FT,Engineer,115100,US,0,US,M
2025,SE,FT,Engineer,76700,US,0,US,M
2025,SE,FT,Data Engineer,204600,US,0,US,M
2025,SE,FT,Data Engineer,84500,US,0,US,M
2025,SE,FT,Data Engineer,234300,US,0,US,M
2025,SE,FT,Data Engineer,96900,US,0,US,M
2025,SE,FT,AI Engineer,267800,US,0,US,M
2025,SE,FT,Data Architect,187065,US,0,US,M
2025,SE,FT,Data Architect,124710,US,0,US,M
2025,EN,FT,Data Analyst,138000,US,100,US,M
2025,EN,FT,Data Analyst,81000,US,100,US,M
2025,EN,PT,Data Analyst,129700,US,0,US,M
2025,EN,PT,Data Analyst,63300,US,0,US,M
2025,SE,FT,Data Lead,172080,US,0,US,M
2025,SE,FT,Data Lead,114720,US,0,US,M
2025,EX,FT,Data Governance Analyst,130920,US,0,US,M
2025,EX,FT,Data Governance Analyst,87280,US,0,US,M
2025,SE,FT,Tech Lead,254400,US,0,US,M
2025,SE,FT,Tech Lead,169600,US,0,US,M
2025,SE,FT,Lead Analyst,170760,US,0,US,M
2025,SE,FT,Lead Analyst,113840,US,0,US,M
2025,SE,FT,Analyst,94753,US,0,US,M
2025,SE,FT,Analyst,67681,US,0,US,M
2025,MI,FT,Analyst,94753,US,0,US,M
2025,MI,FT,Analyst,67681,US,0,US,M
2025,SE,FT,Analytics Specialist,148000,US,0,US,M
2025,SE,FT,Analytics Specialist,79800,US,0,US,M
2025,SE,FT,Manager,194900,US,0,US,M
2025,SE,FT,Analyst,169100,US,100,US,M
2025,SE,FT,Analyst,105900,US,100,US,M
2025,EN,FT,Data Quality Analyst,60969,GB,0,GB,M
2025,EN,FT,Data Quality Analyst,52027,GB,0,GB,M
2025,SE,FT,Data Engineer,222480,US,0,US,M
2025,SE,FT,Data Engineer,92700,US,0,US,M
2025,MI,FT,Data Product Manager,219700,US,100,US,M
2025,MI,FT,Data Product Manager,139600,US,100,US,M
2025,MI,FT,Data Analyst,73581,US,0,US,M
2025,MI,FT,Data Analyst,51824,US,0,US,M
2025,SE,FT,Data Analyst,142200,US,100,US,M
2025,SE,FT,Data Analyst,106900,US,100,US,M
2025,EN,FT,Data Analyst,79920,US,100,US,M
2025,EN,FT,Data Analyst,51824,US,100,US,M
2025,MI,FT,Machine Learning Engineer,140920,CA,0,CA,M
2025,MI,FT,Machine Learning Engineer,75880,CA,0,CA,M
2025,SE,FT,Data Architect,321400,US,0,US,M
2025,SE,FT,Data Architect,192800,US,0,US,M
2025,SE,FT,Data Scientist,85000,US,0,US,M
2025,SE,FT,Data Scientist,185200,US,100,US,M
2025,SE,FT,Data Scientist,138900,US,100,US,M
2025,MI,FT,Full Stack Developer,193000,DE,0,DE,M
2025,MI,FT,Full Stack Developer,84600,DE,0,DE,M
2025,EN,FT,Engineer,50000,US,0,US,M
2025,SE,FT,Engineer,67700,US,0,US,M
2025,MI,FT,Bioinformatician,101201,US,0,US,M
2025,MI,FT,Bioinformatician,51824,US,0,US,M
2025,EN,FT,Product Analyst,120000,US,0,US,M
2025,EN,FT,Product Analyst,68000,US,0,US,M
2025,EN,FT,Software Development Engineer,173040,US,0,US,M
2025,EN,FT,Software Development Engineer,79310,US,0,US,M
2025,EN,FT,Software Development Engineer,158620,US,0,US,M
2025,EN,FT,Software Development Engineer,72100,US,0,US,M
2025,SE,FT,Solution Architect,205270,CA,0,CA,M
2025,SE,FT,Solution Architect,110530,CA,0,CA,M
2025,MI,FT,Analyst,95022,US,0,US,M
2025,MI,FT,Analyst,51824,US,0,US,M
2025,SE,FT,Software Development Engineer,260590,US,0,US,M
2025,SE,FT,Software Development Engineer,130295,US,0,US,M
2025,MI,FT,Software Development Engineer,266400,US,0,US,M
2025,MI,FT,Software Development Engineer,188700,US,0,US,M
2025,SE,FT,Machine Learning Engineer,221760,US,0,US,M
2025,SE,FT,Machine Learning Engineer,147840,US,0,US,M
2025,MI,FT,Data Visualization Engineer,720000,US,100,US,M
2025,MI,FT,Data Visualization Engineer,170000,US,100,US,M
2025,SE,FT,Statistician,270400,US,0,US,M
2025,MI,FT,Product Manager,145000,US,0,US,M
2025,SE,FT,Manager,163200,CA,0,CA,M
2025,SE,FT,Manager,108800,CA,0,CA,M
2025,SE,FT,Software Architect,195903,US,0,US,M
2025,SE,FT,Software Architect,160284,US,0,US,M
2025,SE,FT,Software Architect,187000,CA,100,CA,M
2025,SE,FT,Software Architect,136000,CA,100,CA,M
2025,SE,FT,Research Scientist,334500,US,0,US,M
2025,SE,FT,Research Scientist,182900,US,0,US,M
2025,SE,FT,Research Scientist,192400,US,0,US,M
2025,SE,FT,Research Scientist,94000,US,0,US,M
2025,EN,FT,Data Engineer,793136,AT,0,AT,M
2025,EN,FT,Data Specialist,75000,US,0,US,M
2025,SE,FT,Data Architect,181200,US,0,US,M
2025,SE,FT,Data Architect,141500,US,0,US,M
2025,SE,FT,Data Analyst,190000,CA,0,CA,M
2025,SE,FT,Data Analyst,112000,CA,0,CA,M
2025,MI,FT,Data Scientist,55500,US,0,US,M
2025,SE,FT,Engineer,143200,US,0,US,L
2025,MI,FT,Manager,185000,US,100,US,L
2025,MI,FT,Manager,104100,US,100,US,L
2025,MI,FT,Associate,146000,US,0,US,M
2025,MI,FT,Software Engineer,50526,XK,100,XK,M
2025,MI,FT,Software Engineer,31578,XK,100,XK,M
2025,SE,FT,Machine Learning Engineer,208000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,158000,US,0,US,M
2025,SE,FT,Product Designer,298680,US,0,US,M
2025,SE,FT,Product Designer,186675,US,0,US,M
2025,SE,FT,Machine Learning Engineer,274000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,192000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,73684,AT,0,AT,M
2025,SE,FT,Data Analyst,183500,US,100,US,M
2025,SE,FT,Data Analyst,124500,US,100,US,M
2025,EN,FT,Data Analyst,188000,US,100,US,M
2025,EN,FT,Data Analyst,113000,US,100,US,M
2025,MI,FT,Analytics Engineer,101333,US,0,US,M
2025,MI,FT,Analytics Engineer,76000,US,0,US,M
2025,SE,FT,Data Analyst,132500,US,100,US,M
2025,SE,FT,Data Analyst,106000,US,100,US,M
2025,MI,FT,Analytics Engineer,140000,US,0,US,M
2025,SE,FT,Backend Engineer,208700,US,0,US,M
2025,SE,FT,Backend Engineer,141900,US,0,US,M
2025,SE,FT,Engineering Manager,325500,US,0,US,M
2025,SE,FT,Engineering Manager,186000,US,0,US,M
2025,SE,FT,Data Manager,198000,US,0,US,M
2025,SE,FT,Data Manager,158000,US,0,US,M
2025,MI,FT,Data Engineer,136500,US,100,US,M
2025,MI,FT,Data Engineer,109200,US,100,US,M
2025,MI,FT,Data Engineer,240000,US,0,US,M
2025,SE,FT,Data Engineer,196700,US,100,US,M
2025,SE,FT,Data Engineer,116500,US,100,US,M
2025,SE,FT,Data Engineer,137000,US,0,US,M
2025,SE,FT,Data Engineer,109000,US,0,US,M
2025,SE,FT,Data Engineer,162000,CA,0,CA,M
2025,SE,FT,DataOps Engineer,149880,US,0,US,M
2025,SE,FT,DataOps Engineer,64974,US,0,US,M
2025,SE,FT,Data Scientist,225500,US,0,US,M
2025,SE,FT,Data Scientist,184500,US,0,US,M
2025,EX,FT,Data Scientist,170000,US,0,US,M
2025,EX,FT,Data Scientist,120000,US,0,US,M
2025,SE,FT,Data Scientist,139240,GB,0,GB,M
2025,SE,FT,Data Scientist,340000,US,0,US,M
2025,SE,FT,Data Scientist,272000,US,0,US,M
2025,SE,FT,Data Scientist,88000,US,0,US,M
